,semantic,bleu,meteor,toxicity
0,0.9860861301422119,0.6754054918218463,0.8144368858654574,0.0086565762758255
1,0.9366370439529419,0.07882588442342651,0.41218637992831536,0.000669939152430743
2,1.0,0.5757197301274735,0.9814814814814815,0.9971702694892883
3,0.993081271648407,0.6690484408935986,0.9041027559546079,0.0014683580957353115
4,0.9999999403953552,0.5757197301274735,0.9814814814814815,0.9721772074699402
5,0.9661839008331299,0.10621650383389061,0.5645569620253165,0.9661017060279846
6,0.9842298626899719,0.6606328636027614,0.8819444444444444,0.0054894695058465
7,0.9818519949913025,0.47398785011707933,0.711764705882353,0.0007931404979899526
8,0.0,0.1353352832366127,0.17857142857142855,0.006825816351920366
9,0.9721580147743225,0.5789300674674098,0.8203389830508474,0.7116268873214722
10,0.9918365478515625,0.8187307530779819,0.8360169491525423,0.0025044328067451715
11,1.0000001192092896,1.0,0.9921875,0.7431674599647522
12,0.9601698517799377,0.16793545727180179,0.6552706552706553,0.1353352814912796
13,0.9873876571655273,0.6315552371794037,0.813692480359147,0.1128787025809288
14,0.9407708644866943,0.11801586795186178,0.534957627118644,0.01068364828824997
15,0.9609926342964172,0.41252121275142684,0.754985754985755,0.0008404535474255681
16,0.9811704158782959,0.43167001068522526,0.7687074829931974,0.9791740775108337
17,1.0000001192092896,1.0,0.996,0.9088204503059387
18,0.9702546000480652,0.8824969025845955,0.8979985955056179,0.9748110771179199
19,0.9999998807907104,1.0,0.9985422740524781,0.32792508602142334
20,0.997006893157959,0.7426141117870939,0.9215917772067505,0.001749353832565248
21,1.0,1.0,0.9985422740524781,0.5528338551521301
22,0.9858845472335815,0.846481724890614,0.8675523349436391,0.9008543491363525
23,1.0,1.0,0.9995,0.8409802317619324
24,0.9999998807907104,1.0,0.9996243425995492,0.7914308309555054
25,0.9972953796386719,0.8751733190429475,0.8892857142857142,0.9084991812705994
26,0.9720690846443176,0.3610854011224141,0.7653061224489797,0.001201388775371015
27,0.9926875233650208,0.5,0.864795918367347,0.987570583820343
28,1.0,1.0,0.9995,0.6244663596153259
29,0.9955612421035767,0.8052253761904355,0.9382276400493084,0.0015559938037768006
30,0.9851326942443848,0.5653524104700701,0.7511604211479678,0.0014917374355718493
31,0.9591886401176453,0.2524516812823377,0.711764705882353,0.016114521771669388
32,1.0,1.0,0.996,0.9501250982284546
33,0.9048962593078613,0.08144431026514741,0.4934210526315789,0.03566662594676018
34,0.9895938038825989,0.7691605673134586,0.9139118457300276,0.008416406810283661
35,0.7663484811782837,0.12121093525642128,0.45731707317073167,0.6617531776428223
36,0.9631205201148987,0.16793545727180179,0.6552706552706553,0.00203252537176013
37,0.9821512699127197,0.32184424080043433,0.7500000000000001,0.22051283717155457
38,0.9708013534545898,0.3665113625996641,0.6768837803320561,0.014438376761972904
39,0.9885419011116028,0.7576462188237685,0.7908163265306123,0.9819934368133545
40,0.9803363680839539,0.6080317260156224,0.7030091121000211,0.0014487926382571459
41,0.9920417070388794,0.8337529180751805,0.8506585743801651,0.3162759244441986
42,0.892652153968811,0.04096772609215166,0.17241379310344826,0.02738766558468342
43,0.976158618927002,0.3880684294761699,0.6285714285714286,0.051482271403074265
44,0.9913249611854553,0.8070557274927981,0.9054545454545455,0.6627202033996582
45,0.9999999403953552,1.0,0.9976851851851852,0.9799737930297852
46,0.9610337615013123,0.21938699234088677,0.6371428571428571,0.05767622962594032
47,0.9524410963058472,0.16793545727180179,0.6552706552706553,0.6695480346679688
48,0.98598313331604,0.5115078115793242,0.8534621578099838,0.0009396049426868558
49,0.8862206339836121,0.04871911135426937,0.3448275862068965,0.001506401808001101
50,0.9818177819252014,0.5698363775444273,0.754985754985755,0.0561547577381134
51,1.0,1.0,0.9997106481481481,0.9609266519546509
52,0.9788884520530701,0.7598356856515925,0.8782623626373625,0.7091240882873535
53,1.0000001192092896,1.0,0.996,0.997581958770752
54,1.0,1.0,0.9985422740524781,0.03152027726173401
